"Area"	"Mean"	"Min"	"Max"	"BX"	"BY"	"Width"	"Height"	"Feret"	"FeretX"	"FeretY"	"FeretAngle"	"MinFeret"	"source"	"pbad24"	"pbad33"
0.11	255	255	255	201.309	271.691	0.358	0.537	0.566	4503	6088	71.565	0.355	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
0.114	255	255	255	177.028	277.191	0.537	0.313	0.566	3959	6205	18.435	0.313	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
0.12	255	255	255	147.963	281.528	0.492	0.358	0.51	3309	6298	164.745	0.358	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
0.138	255	255	255	196.167	281.976	0.537	0.447	0.698	4387	6316	39.806	0.377	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
0.056	255	255	255	65.24	139.87	0.224	0.447	0.456	1460	3128	101.31	0.224	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.104	255	255	255	95.11	149.126	0.492	0.313	0.523	2127	3335	160.017	0.313	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.084	255	255	255	86.837	149.797	0.402	0.268	0.44	1942	3355	23.962	0.268	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.104	255	255	255	53.748	160.171	0.492	0.313	0.51	1202	3583	164.745	0.313	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.202	255	255	255	41.72	168.98	0.581	0.447	0.623	933	3781	158.962	0.447	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.09	255	255	255	41.407	171.305	0.447	0.313	0.482	926	3832	158.199	0.313	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.112	255	255	255	80.13	171.797	0.492	0.358	0.51	1792	3846	15.255	0.358	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.146	255	255	255	72.26	172.467	0.492	0.402	0.54	1616	3864	24.444	0.402	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.078	255	255	255	35.012	174.033	0.402	0.268	0.46	783	3892	150.945	0.268	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.128	255	255	255	74.764	181.366	0.626	0.358	0.632	1672	4058	171.87	0.358	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.06	255	255	255	55.626	188.341	0.313	0.268	0.341	1244	4212	156.801	0.268	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.18	255	255	255	62.959	197.419	0.671	0.358	0.707	1408	4417	161.565	0.358	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.088	255	255	255	45.967	197.866	0.492	0.313	0.5	1028	4427	169.695	0.313	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.078	255	255	255	63.407	198.089	0.358	0.447	0.546	1419	4430	124.992	0.28	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.052	255	255	255	62.512	200.057	0.358	0.224	0.382	1398	4475	159.444	0.224	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.12	255	255	255	58.041	206.943	0.581	0.313	0.588	1298	4630	171.254	0.311	"deltaefpuup_gefeR24earp33"	"gefeR24"	"earp33"
0.154	255	255	255	182.618	149.081	0.537	0.402	0.566	4084	3340	18.435	0.402	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.642	255	255	255	195.451	149.35	1.476	0.626	1.518	4371	3343	166.373	0.587	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.118	255	255	255	169.74	149.707	0.492	0.402	0.5	3796	3353	10.305	0.379	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.176	255	255	255	165.894	155.789	0.581	0.447	0.623	3710	3491	21.038	0.447	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.174	255	255	255	190.488	155.789	0.537	0.447	0.608	4261	3492	36.027	0.445	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.078	255	255	255	201.22	159.187	0.402	0.358	0.538	4500	3560	138.366	0.253	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.134	255	255	255	197.061	159.902	0.402	0.447	0.602	4407	3576	131.987	0.38	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.134	255	255	255	202.337	160.081	0.492	0.402	0.56	4525	3586	28.61	0.402	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.14	255	255	255	202.874	160.081	0.447	0.447	0.546	4537	3582	145.008	0.447	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.074	255	255	255	202.472	160.528	0.358	0.268	0.447	4528	3590	143.13	0.268	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.12	255	255	255	153.776	160.618	0.537	0.313	0.566	3439	3592	161.565	0.313	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.114	255	255	255	164.374	162.496	0.447	0.402	0.573	3676	3643	38.66	0.316	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.408	255	255	255	183.065	162.541	0.76	0.76	0.832	4095	3649	36.254	0.719	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.056	255	255	255	171.976	162.764	0.358	0.268	0.4	3846	3646	26.565	0.268	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.092	255	255	255	199.341	165.537	0.224	0.537	0.581	4458	3702	112.62	0.224	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.108	255	255	255	152.793	166.923	0.537	0.358	0.544	3417	3737	9.462	0.344	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.126	255	255	255	175.642	167.504	0.537	0.358	0.544	3928	3750	9.462	0.349	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.108	255	255	255	147.024	168.041	0.492	0.313	0.51	3288	3760	164.745	0.313	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.164	255	255	255	204.394	170.768	0.537	0.492	0.581	4571	3826	22.62	0.474	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.17	255	255	255	173.228	171.528	0.581	0.447	0.6	3875	3843	26.565	0.443	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.062	255	255	255	204.35	175.285	0.268	0.358	0.4	4570	3920	116.565	0.268	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.15	255	255	255	203.858	177.341	0.492	0.537	0.645	4559	3966	123.69	0.4	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.056	255	255	255	132.358	184.854	0.358	0.358	0.447	2960	4134	126.87	0.268	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.12	255	255	255	148.187	185.659	0.492	0.402	0.523	3314	4158	19.983	0.368	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.084	255	255	255	192.858	186.508	0.447	0.313	0.5	4313	4177	26.565	0.287	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.084	255	255	255	199.565	187.134	0.447	0.313	0.482	4463	4190	21.801	0.297	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.054	255	255	255	138.797	187.402	0.358	0.313	0.443	3104	4191	135	0.269	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.074	255	255	255	139.199	188.654	0.268	0.402	0.46	3114	4228	60.945	0.268	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.056	255	255	255	169.472	192.589	0.313	0.224	0.341	3790	4311	23.199	0.224	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.094	255	255	255	155.386	201.041	0.447	0.313	0.5	3475	4501	26.565	0.313	"deltaefpuup_gefeR24empty33"	"gefeR24"	"empty33"
0.132	255	255	255	156.236	38.232	0.492	0.402	0.521	3495	862	30.964	0.402	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.11	255	255	255	154	38.589	0.447	0.358	0.46	3445	870	29.055	0.358	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.116	255	255	255	165.268	38.768	0.447	0.358	0.5	3696	873	26.565	0.358	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	178.28	39.439	0.402	0.313	0.44	3987	888	23.962	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	175.15	39.931	0.402	0.313	0.412	3917	894	167.471	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	165.134	41.675	0.492	0.313	0.51	3693	937	15.255	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	158.561	41.898	0.447	0.268	0.467	3546	941	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	165.402	42.48	0.447	0.313	0.467	3699	955	16.699	0.307	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	152.569	42.882	0.402	0.358	0.412	3412	961	167.471	0.347	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	188.073	43.642	0.358	0.268	0.412	4207	982	40.601	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	184.049	44.045	0.447	0.313	0.482	4116	990	21.801	0.307	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.086	255	255	255	166.967	44.134	0.402	0.313	0.424	3734	992	18.435	0.297	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.064	255	255	255	153.374	44.179	0.358	0.268	0.369	3430	990	165.964	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.174	255	255	255	147.606	45.341	0.626	0.492	0.707	3302	1024	34.695	0.379	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.098	255	255	255	180.024	45.386	0.447	0.313	0.456	4026	1016	168.69	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	144.341	45.476	0.447	0.268	0.456	3228	1020	11.31	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	147.516	46.191	0.402	0.313	0.44	3299	1039	23.962	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.086	255	255	255	161.691	46.728	0.447	0.268	0.456	3616	1048	11.31	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.072	255	255	255	170.679	47.22	0.447	0.224	0.467	3817	1059	16.699	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.078	255	255	255	179.756	47.309	0.402	0.358	0.412	4020	1062	12.529	0.316	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.086	255	255	255	191.293	47.711	0.402	0.313	0.424	4278	1071	18.435	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.072	255	255	255	187.537	47.89	0.402	0.313	0.412	4194	1074	167.471	0.297	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	167.817	48.114	0.447	0.268	0.467	3753	1079	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.1	255	255	255	160.394	48.337	0.447	0.313	0.467	3587	1082	163.301	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.064	255	255	255	140.72	48.561	0.402	0.268	0.412	3147	1087	167.471	0.24	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	181.679	48.561	0.402	0.313	0.44	4063	1087	156.038	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.098	255	255	255	163.48	48.74	0.447	0.358	0.467	3656	1095	16.699	0.354	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.104	255	255	255	181.187	49.098	0.447	0.313	0.467	4052	1102	16.699	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	158.114	49.187	0.447	0.268	0.456	3536	1103	11.31	0.25	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.098	255	255	255	181.366	49.545	0.447	0.268	0.482	4056	1113	21.801	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	178.951	49.724	0.402	0.313	0.44	4002	1117	23.962	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	165.626	49.858	0.537	0.313	0.544	3704	1117	170.538	0.31	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.088	255	255	255	149.618	49.992	0.447	0.268	0.467	3346	1122	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.086	255	255	255	155.341	50.305	0.492	0.268	0.5	3474	1125	169.695	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	159.724	50.439	0.447	0.313	0.456	3572	1131	11.31	0.297	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	168.756	50.707	0.447	0.313	0.467	3774	1137	16.699	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	182.439	50.752	0.402	0.268	0.412	4080	1137	167.471	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.1	255	255	255	147.293	50.886	0.492	0.313	0.5	3294	1142	10.305	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.076	255	255	255	186.24	50.886	0.402	0.268	0.424	4165	1142	18.435	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.104	255	255	255	148.008	50.976	0.447	0.268	0.5	3310	1140	153.435	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	183.602	51.154	0.447	0.268	0.467	4106	1148	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.06	255	255	255	151.675	51.423	0.358	0.224	0.382	3392	1154	20.556	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.078	255	255	255	155.073	51.557	0.447	0.268	0.456	3468	1157	11.31	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.086	255	255	255	141.793	51.87	0.402	0.358	0.46	3171	1160	150.945	0.338	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.084	255	255	255	184.183	51.959	0.447	0.313	0.482	4119	1168	21.801	0.291	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	137.813	52.049	0.447	0.313	0.456	3082	1166	168.69	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.084	255	255	255	165.402	52.407	0.447	0.268	0.456	3699	1175	11.31	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.092	255	255	255	184.943	52.764	0.447	0.313	0.482	4136	1185	21.801	0.297	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	134.638	52.854	0.402	0.268	0.424	3011	1183	161.565	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.092	255	255	255	155.565	52.854	0.447	0.268	0.456	3479	1183	168.69	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.164	255	255	255	157.175	53.033	0.492	0.537	0.636	3515	1196	39.289	0.398	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.078	255	255	255	187.089	53.524	0.402	0.268	0.44	4184	1201	23.962	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.128	255	255	255	145.012	53.569	0.492	0.402	0.51	3243	1204	15.255	0.382	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	190.577	53.569	0.447	0.268	0.456	4262	1199	168.69	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.1	255	255	255	195.272	53.569	0.447	0.313	0.467	4367	1198	163.301	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.118	255	255	255	150.199	53.748	0.268	0.626	0.651	3360	1202	105.945	0.265	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.062	255	255	255	169.829	53.837	0.358	0.268	0.382	3798	1205	159.444	0.249	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	154.492	54.374	0.492	0.268	0.494	3455	1216	174.806	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.114	255	255	255	192.455	54.687	0.492	0.313	0.523	4304	1227	19.983	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.086	255	255	255	185.256	54.866	0.447	0.313	0.467	4143	1232	16.699	0.311	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	134.504	55.358	0.447	0.313	0.456	3008	1240	168.69	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.064	255	255	255	156.415	56.878	0.402	0.224	0.424	3498	1275	18.435	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.076	255	255	255	154.581	56.923	0.402	0.224	0.422	3458	1278	32.005	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	177.654	57.37	0.358	0.358	0.382	3976	1283	110.556	0.347	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.062	255	255	255	151.72	57.683	0.358	0.268	0.382	3393	1293	20.556	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.104	255	255	255	186.463	58.041	0.402	0.402	0.46	4171	1307	60.945	0.348	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.108	255	255	255	176.179	58.443	0.492	0.313	0.51	3940	1309	164.745	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.054	255	255	255	191.203	58.443	0.313	0.224	0.341	4276	1307	156.801	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.062	255	255	255	193.171	58.577	0.358	0.268	0.447	4320	1316	36.87	0.239	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.128	255	255	255	198.715	58.801	0.492	0.402	0.523	4444	1321	19.983	0.396	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.102	255	255	255	192.768	58.846	0.447	0.313	0.484	4312	1323	33.69	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.1	255	255	255	201.13	59.516	0.402	0.313	0.447	4499	1338	36.87	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.068	255	255	255	178.057	59.785	0.447	0.268	0.456	3982	1340	11.31	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	169.561	60.545	0.358	0.224	0.422	3792	1359	32.005	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.108	255	255	255	170.724	60.947	0.492	0.358	0.5	3818	1366	169.695	0.349	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.09	255	255	255	182.215	61.439	0.447	0.268	0.467	4075	1378	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.064	255	255	255	132.715	61.886	0.358	0.179	0.4	2968	1384	153.435	0.179	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.052	255	255	255	169.561	62.244	0.358	0.224	0.4	3792	1396	26.565	0.22	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.076	255	255	255	176.492	62.289	0.402	0.224	0.424	3947	1394	161.565	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.134	255	255	255	195.407	62.78	0.537	0.402	0.544	4370	1406	170.538	0.38	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.074	255	255	255	169.919	63.049	0.447	0.268	0.467	3800	1412	163.301	0.249	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	162.138	63.093	0.447	0.268	0.467	3626	1414	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.098	255	255	255	153.016	63.272	0.447	0.313	0.482	3422	1420	21.801	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	152.524	63.898	0.447	0.313	0.5	3411	1434	26.565	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.1	255	255	255	161.915	64.211	0.492	0.313	0.51	3621	1440	15.255	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.094	255	255	255	151.451	64.703	0.537	0.313	0.544	3387	1451	9.462	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.074	255	255	255	162.854	64.837	0.447	0.268	0.456	3642	1451	168.69	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.102	255	255	255	198.313	64.837	0.447	0.313	0.482	4435	1456	21.801	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.076	255	255	255	146.175	65.687	0.447	0.268	0.456	3269	1472	11.31	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.056	255	255	255	162.63	66.671	0.402	0.224	0.412	3637	1494	12.529	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	172.065	66.715	0.447	0.268	0.467	3848	1496	16.699	0.265	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.068	255	255	255	160.171	66.76	0.447	0.224	0.467	3582	1496	16.699	0.221	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.136	255	255	255	132.805	67.118	0.492	0.402	0.523	2970	1507	19.983	0.402	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	130.524	67.61	0.402	0.313	0.44	2919	1512	156.038	0.294	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.078	255	255	255	143.045	68.459	0.447	0.268	0.467	3199	1534	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.068	255	255	255	171.707	68.504	0.447	0.224	0.456	3840	1534	11.31	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	199.61	68.638	0.447	0.268	0.449	4464	1536	174.289	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.078	255	255	255	182.886	68.728	0.447	0.268	0.467	4090	1540	16.699	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.134	255	255	255	201.264	68.728	0.492	0.492	0.56	4501	1537	118.61	0.443	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.11	255	255	255	169.427	68.772	0.492	0.313	0.51	3789	1542	15.255	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.208	255	255	255	201.667	68.951	0.671	0.537	0.769	4510	1544	144.462	0.438	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.118	255	255	255	202.337	69.13	0.402	0.447	0.484	4525	1555	33.69	0.377	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.092	255	255	255	170.008	69.711	0.492	0.313	0.5	3802	1561	169.695	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.1	255	255	255	203.768	69.935	0.402	0.402	0.447	4559	1564	126.87	0.348	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.052	255	255	255	139.915	70.427	0.358	0.224	0.4	3129	1579	26.565	0.202	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.12	255	255	255	179.935	70.561	0.492	0.358	0.51	4024	1583	15.255	0.358	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.066	255	255	255	144.297	70.74	0.447	0.268	0.456	3227	1586	11.31	0.26	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.088	255	255	255	171.484	71.455	0.492	0.313	0.5	3835	1602	10.305	0.301	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	164.195	71.545	0.358	0.268	0.4	3672	1605	26.565	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.072	255	255	255	178.37	71.902	0.358	0.313	0.412	3990	1614	40.601	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	186.016	72.037	0.402	0.313	0.424	4160	1615	18.435	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.064	255	255	255	128.065	72.126	0.402	0.224	0.412	2864	1614	167.471	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.13	255	255	255	173.72	72.35	0.492	0.402	0.523	3885	1626	19.983	0.395	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.054	255	255	255	193.886	73.333	0.358	0.224	0.382	4336	1643	20.556	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.06	255	255	255	137.5	73.423	0.402	0.224	0.424	3075	1646	18.435	0.221	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.068	255	255	255	139.691	73.423	0.358	0.268	0.382	3124	1646	20.556	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.066	255	255	255	199.744	73.825	0.358	0.268	0.369	4467	1653	165.964	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.064	255	255	255	176.894	74.317	0.358	0.224	0.382	3956	1663	159.444	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	142.285	74.675	0.402	0.224	0.424	3182	1674	18.435	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	127.841	75.748	0.447	0.358	0.456	2859	1697	11.31	0.358	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.058	255	255	255	133.386	76.463	0.358	0.313	0.447	2983	1710	143.13	0.233	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.054	255	255	255	140.675	76.463	0.358	0.224	0.4	3146	1710	153.435	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.066	255	255	255	150.333	76.687	0.402	0.224	0.424	3362	1719	18.435	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.072	255	255	255	133.431	77.268	0.358	0.313	0.385	2985	1728	144.462	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.06	255	255	255	145.728	77.402	0.358	0.224	0.382	3259	1731	159.444	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.132	255	255	255	133.61	77.537	0.537	0.447	0.553	2988	1736	165.964	0.383	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.054	255	255	255	194.02	77.85	0.358	0.224	0.369	4339	1744	14.036	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.058	255	255	255	144.386	79.102	0.402	0.224	0.412	3229	1769	167.471	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.054	255	255	255	132	79.325	0.402	0.179	0.412	2952	1777	12.529	0.179	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.058	255	255	255	139.11	79.728	0.402	0.268	0.412	3111	1786	12.529	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.06	255	255	255	156.415	79.728	0.402	0.224	0.412	3498	1786	12.529	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.082	255	255	255	202.874	81.114	0.447	0.268	0.449	4537	1815	174.289	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.074	255	255	255	146.13	81.248	0.447	0.268	0.456	3268	1819	168.69	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.054	255	255	255	150.512	81.561	0.402	0.224	0.412	3366	1827	12.529	0.224	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.114	255	255	255	199.967	81.874	0.492	0.402	0.51	4472	1837	15.255	0.399	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.08	255	255	255	166.386	82.142	0.402	0.313	0.412	3721	1839	167.471	0.313	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.066	255	255	255	176.671	82.947	0.402	0.268	0.424	3951	1858	18.435	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
0.07	255	255	255	170.947	83.931	0.447	0.268	0.482	3823	1881	21.801	0.268	"deltaefpuup_heau24earp33"	"heau24"	"earp33"
