"Area"	"Width"	"Height"	"genotype"	"pbad24"	"pbad33"	"efp_species"
0.174	0.537	0.447	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.078	0.402	0.358	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.134	0.402	0.447	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.134	0.492	0.402	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.14	0.447	0.447	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.074	0.358	0.268	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.12	0.537	0.313	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.114	0.447	0.402	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.408	0.76	0.76	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.056	0.358	0.268	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.092	0.224	0.537	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.108	0.537	0.358	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.126	0.537	0.358	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.108	0.492	0.313	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.164	0.537	0.492	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.17	0.581	0.447	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.062	0.268	0.358	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.15	0.492	0.537	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.056	0.358	0.358	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.12	0.492	0.402	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.084	0.447	0.313	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.084	0.447	0.313	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.054	0.358	0.313	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.074	0.268	0.402	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.056	0.313	0.224	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.094	0.447	0.313	"deltaefpuup_gefeR24empty33"	"gefeR"	"empty"	"G. ferrihydriticus"
0.132	0.492	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.11	0.447	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.116	0.447	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.402	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.086	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.174	0.626	0.492	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.098	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.086	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.072	0.447	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.078	0.402	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.086	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.072	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.098	0.447	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.104	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.098	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.537	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.088	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.086	0.492	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.104	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.078	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.086	0.402	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.084	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.084	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.092	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.092	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.164	0.492	0.537	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.078	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.128	0.492	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.118	0.268	0.626	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.492	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.114	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.086	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.358	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.104	0.402	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.108	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.313	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.128	0.492	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.102	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.068	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.108	0.492	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.358	0.179	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.134	0.537	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.074	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.098	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.094	0.537	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.074	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.102	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.056	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.068	0.447	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.136	0.492	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.078	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.068	0.447	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.078	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.134	0.492	0.492	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.11	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.208	0.671	0.537	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.118	0.402	0.447	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.092	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.402	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.12	0.492	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.066	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.088	0.492	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.072	0.358	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.13	0.492	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.068	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.066	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.447	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.058	0.358	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.066	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.072	0.358	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.132	0.537	0.447	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.058	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.402	0.179	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.058	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.074	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.114	0.492	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.08	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.066	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.447	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.096	0.447	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.278	0.76	0.537	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.402	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.402	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.066	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.402	0.179	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.447	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.07	0.402	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.074	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.054	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.056	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.124	0.447	0.402	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.313	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.268	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.068	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.056	0.313	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.076	0.268	0.447	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.068	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.06	0.402	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.052	0.224	0.358	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.082	0.358	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.09	0.268	0.492	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.056	0.313	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.064	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.056	0.313	0.313	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.118	0.402	0.492	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.062	0.358	0.268	"deltaefpuup_heau24earp33"	"heau"	"earp"	"H. aurantiacus"
0.1	0.402	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.094	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.07	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.068	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.088	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.156	0.581	0.492	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.086	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.064	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.447	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.08	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.066	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.068	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.1	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.066	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.084	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.092	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.086	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.086	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.08	0.492	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.082	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.072	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.064	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.088	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.1	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.086	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.074	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.062	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.072	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.07	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.084	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.082	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.14	0.492	0.537	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.068	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.086	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.104	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.062	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.104	0.492	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.072	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.402	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.062	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.358	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.056	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.094	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.313	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.402	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.118	0.492	0.402	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.054	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.062	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.104	0.492	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.358	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.07	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.126	0.447	0.402	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
